GBAC,1A,1A-strand,1B,1B-strand,2,2-strand
GQ301033,NA-NA,NA,0-701,1,NA-NA,NA
GQ301032,NA-NA,NA,0-721,1,NA-NA,NA
GQ301031,NA-NA,NA,0-760,1,NA-NA,NA
GQ301030,NA-NA,NA,0-724,1,NA-NA,NA
GQ301029,NA-NA,NA,0-755,1,NA-NA,NA
GQ301028,NA-NA,NA,0-742,1,NA-NA,NA
GQ301027,NA-NA,NA,0-741,1,NA-NA,NA
GQ301026,NA-NA,NA,0-731,1,NA-NA,NA
GQ301025,NA-NA,NA,0-770,1,NA-NA,NA
GQ301024,NA-NA,NA,0-731,1,NA-NA,NA
GQ301023,NA-NA,NA,0-733,1,NA-NA,NA
GQ301022,NA-NA,NA,0-734,1,NA-NA,NA
GQ301021,NA-NA,NA,0-743,1,NA-NA,NA
GQ301020,NA-NA,NA,0-752,1,NA-NA,NA
GQ301019,NA-NA,NA,0-757,1,NA-NA,NA
GQ301018,NA-NA,NA,0-757,1,NA-NA,NA
GQ301017,NA-NA,NA,0-735,1,NA-NA,NA
GQ301016,NA-NA,NA,0-745,1,NA-NA,NA
GQ301015,NA-NA,NA,0-760,1,NA-NA,NA
GQ301014,NA-NA,NA,0-769,1,NA-NA,NA
GQ301013,NA-NA,NA,0-729,1,NA-NA,NA
GQ301012,NA-NA,NA,0-752,1,NA-NA,NA
GQ301011,NA-NA,NA,0-738,1,NA-NA,NA
GQ301010,NA-NA,NA,0-758,1,NA-NA,NA
GQ301009,NA-NA,NA,0-773,1,NA-NA,NA
GQ301008,NA-NA,NA,0-748,1,NA-NA,NA
GQ301007,NA-NA,NA,0-773,1,NA-NA,NA
GQ301006,NA-NA,NA,0-736,1,NA-NA,NA
GQ301005,NA-NA,NA,0-744,1,NA-NA,NA
GQ301004,NA-NA,NA,NA-NA,NA,0-732,1
GQ301003,NA-NA,NA,NA-NA,NA,0-778,1
GQ301002,NA-NA,NA,NA-NA,NA,0-773,1
GQ301001,NA-NA,NA,NA-NA,NA,0-767,1
GQ301000,NA-NA,NA,NA-NA,NA,0-767,1
GQ300999,NA-NA,NA,NA-NA,NA,0-769,1
GQ300998,NA-NA,NA,NA-NA,NA,0-761,1
GQ300997,NA-NA,NA,NA-NA,NA,0-734,1
GQ300996,NA-NA,NA,NA-NA,NA,0-711,1
GQ300995,NA-NA,NA,NA-NA,NA,0-701,1
GQ300994,NA-NA,NA,NA-NA,NA,0-734,1
GQ300993,NA-NA,NA,NA-NA,NA,0-748,1
GQ300992,NA-NA,NA,NA-NA,NA,0-745,1
GQ300991,NA-NA,NA,NA-NA,NA,0-717,1
GQ300990,NA-NA,NA,NA-NA,NA,0-745,1
GQ300989,NA-NA,NA,NA-NA,NA,0-715,1
GQ300988,NA-NA,NA,NA-NA,NA,0-746,1
GQ300987,NA-NA,NA,NA-NA,NA,0-726,1
GQ300986,NA-NA,NA,NA-NA,NA,0-747,1
GQ300985,NA-NA,NA,NA-NA,NA,0-744,1
GQ300984,NA-NA,NA,NA-NA,NA,0-726,1
GQ300983,NA-NA,NA,NA-NA,NA,0-703,1
GQ300982,NA-NA,NA,NA-NA,NA,0-739,1
GQ300981,NA-NA,NA,NA-NA,NA,0-764,1
GQ300980,NA-NA,NA,NA-NA,NA,0-771,1
GQ300979,NA-NA,NA,NA-NA,NA,0-769,1
GQ300978,NA-NA,NA,NA-NA,NA,0-750,1
GQ300977,NA-NA,NA,NA-NA,NA,0-760,1
GQ300976,NA-NA,NA,NA-NA,NA,0-782,1
GQ300975,NA-NA,NA,NA-NA,NA,0-767,1
GQ332380,NA-NA,NA,NA-NA,NA,0-749,1
GQ332379,NA-NA,NA,NA-NA,NA,2-826,1
GQ332378,NA-NA,NA,NA-NA,NA,0-780,1
GQ332377,NA-NA,NA,NA-NA,NA,0-753,1
GQ332376,NA-NA,NA,NA-NA,NA,0-780,1
GQ332375,NA-NA,NA,NA-NA,NA,0-754,1
GQ332374,NA-NA,NA,NA-NA,NA,0-753,1
GQ267696,2-2063,1,2011-3586,1,3575-5852,1
GQ169036,NA-NA,NA,NA-NA,NA,0-449,1
GQ169035,NA-NA,NA,NA-NA,NA,0-449,1
GQ169034,NA-NA,NA,NA-NA,NA,0-449,1
GQ169033,NA-NA,NA,NA-NA,NA,0-449,1
GQ169032,NA-NA,NA,NA-NA,NA,0-449,1
GQ169031,NA-NA,NA,NA-NA,NA,0-449,1
GQ169030,NA-NA,NA,NA-NA,NA,0-449,1
GQ169029,NA-NA,NA,NA-NA,NA,0-449,1
GQ169028,NA-NA,NA,NA-NA,NA,0-449,1
GQ169027,NA-NA,NA,NA-NA,NA,0-449,1
FJ476309,NA-NA,NA,0-453,1,NA-NA,NA
FJ476308,NA-NA,NA,0-453,1,NA-NA,NA
FJ476307,NA-NA,NA,0-453,1,NA-NA,NA
FJ476306,NA-NA,NA,0-453,1,NA-NA,NA
FJ476305,NA-NA,NA,0-453,1,NA-NA,NA
FJ476304,NA-NA,NA,0-453,1,NA-NA,NA
FJ476303,NA-NA,NA,0-453,1,NA-NA,NA
FJ476302,NA-NA,NA,0-453,1,NA-NA,NA
FJ476301,NA-NA,NA,0-453,1,NA-NA,NA
FJ476300,NA-NA,NA,0-453,1,NA-NA,NA
FJ476299,NA-NA,NA,0-453,1,NA-NA,NA
FJ476298,NA-NA,NA,0-453,1,NA-NA,NA
FJ476297,NA-NA,NA,0-453,1,NA-NA,NA
FJ476296,NA-NA,NA,0-453,1,NA-NA,NA
FJ476295,NA-NA,NA,0-453,1,NA-NA,NA
FJ476294,NA-NA,NA,0-453,1,NA-NA,NA
FJ476293,NA-NA,NA,0-453,1,NA-NA,NA
FJ476292,NA-NA,NA,0-453,1,NA-NA,NA
FJ476291,NA-NA,NA,0-453,1,NA-NA,NA
FJ375758,NA-NA,NA,NA-NA,NA,0-921,1
FJ375757,NA-NA,NA,NA-NA,NA,2-838,1
FJ375756,NA-NA,NA,NA-NA,NA,2-856,1
FJ375755,NA-NA,NA,NA-NA,NA,2-838,1
FJ905434,NA-NA,NA,NA-NA,NA,1-373,1
FJ905433,NA-NA,NA,NA-NA,NA,1-373,1
FJ905432,NA-NA,NA,NA-NA,NA,1-373,1
FJ905431,NA-NA,NA,NA-NA,NA,1-373,1
FJ905430,NA-NA,NA,NA-NA,NA,1-377,1
FJ905429,NA-NA,NA,NA-NA,NA,1-376,1
FJ905428,NA-NA,NA,NA-NA,NA,1-373,1
FJ905427,NA-NA,NA,NA-NA,NA,1-373,1
FJ905426,NA-NA,NA,NA-NA,NA,1-373,1
FJ905425,NA-NA,NA,NA-NA,NA,1-373,1
FJ905424,NA-NA,NA,NA-NA,NA,1-349,1
FJ905423,NA-NA,NA,NA-NA,NA,1-373,1
FJ905422,NA-NA,NA,NA-NA,NA,1-373,1
FJ905421,NA-NA,NA,NA-NA,NA,1-373,1
FJ905420,NA-NA,NA,NA-NA,NA,1-373,1
FJ905419,NA-NA,NA,NA-NA,NA,2-365,1
FJ905418,NA-NA,NA,NA-NA,NA,2-362,1
FJ905417,NA-NA,NA,NA-NA,NA,1-362,1
FJ905416,NA-NA,NA,NA-NA,NA,1-373,1
FJ905415,NA-NA,NA,NA-NA,NA,1-373,1
FJ905414,NA-NA,NA,NA-NA,NA,1-367,1
FJ905413,NA-NA,NA,NA-NA,NA,1-373,1
FJ905412,NA-NA,NA,NA-NA,NA,1-349,1
FJ905411,NA-NA,NA,NA-NA,NA,1-362,1
FJ905410,NA-NA,NA,NA-NA,NA,1-360,1
FJ905409,NA-NA,NA,NA-NA,NA,1-373,1
FJ905408,NA-NA,NA,NA-NA,NA,1-373,1
FJ905407,NA-NA,NA,NA-NA,NA,1-349,1
FJ823071,NA-NA,NA,2-74,1,66-673,1
FJ823070,NA-NA,NA,2-71,1,63-660,1
FJ823069,NA-NA,NA,1-46,1,38-659,1
FJ823068,NA-NA,NA,1-73,1,65-647,1
FJ823067,NA-NA,NA,2-74,1,66-673,1
FJ823066,NA-NA,NA,2-71,1,63-660,1
FJ823065,NA-NA,NA,1-46,1,38-659,1
FJ823064,NA-NA,NA,1-73,1,65-647,1
FJ823063,NA-NA,NA,2-74,1,66-673,1
FJ823062,NA-NA,NA,2-71,1,63-660,1
FJ823061,NA-NA,NA,1-46,1,38-659,1
FJ823060,NA-NA,NA,1-73,1,65-647,1
FJ823059,NA-NA,NA,2-74,1,66-673,1
FJ823058,NA-NA,NA,2-71,1,63-660,1
FJ823057,NA-NA,NA,1-46,1,38-659,1
FJ829070,NA-NA,NA,NA-NA,NA,0-372,1
FJ808808,NA-NA,NA,NA-NA,NA,0-812,1
FJ808807,NA-NA,NA,NA-NA,NA,0-752,1
FJ808806,NA-NA,NA,NA-NA,NA,0-746,1
FJ808805,NA-NA,NA,NA-NA,NA,0-749,1
FJ808804,NA-NA,NA,NA-NA,NA,0-749,1
FJ808803,NA-NA,NA,NA-NA,NA,0-820,1
FJ808802,NA-NA,NA,NA-NA,NA,0-819,1
FJ808801,NA-NA,NA,NA-NA,NA,0-840,1
FJ808800,NA-NA,NA,NA-NA,NA,0-784,1
FJ808799,NA-NA,NA,NA-NA,NA,0-784,1
FJ808798,NA-NA,NA,NA-NA,NA,0-758,1
FJ808797,NA-NA,NA,NA-NA,NA,0-758,1
FJ808796,NA-NA,NA,NA-NA,NA,0-770,1
FJ808795,NA-NA,NA,NA-NA,NA,0-817,1
FJ808794,NA-NA,NA,NA-NA,NA,0-819,1
FJ808793,NA-NA,NA,NA-NA,NA,0-759,1
FJ808792,NA-NA,NA,NA-NA,NA,0-772,1
FJ808791,NA-NA,NA,NA-NA,NA,0-749,1
FJ808790,NA-NA,NA,NA-NA,NA,0-750,1
FJ808789,NA-NA,NA,NA-NA,NA,0-771,1
FJ808788,NA-NA,NA,NA-NA,NA,0-819,1
FJ808787,NA-NA,NA,NA-NA,NA,0-784,1
FJ808786,NA-NA,NA,NA-NA,NA,0-761,1
FJ808785,NA-NA,NA,NA-NA,NA,0-747,1
FJ808784,NA-NA,NA,NA-NA,NA,0-782,1
FJ808783,NA-NA,NA,NA-NA,NA,0-761,1
FJ808782,NA-NA,NA,NA-NA,NA,0-782,1
FJ808781,NA-NA,NA,NA-NA,NA,0-745,1
FJ808780,NA-NA,NA,NA-NA,NA,0-762,1
FJ808779,NA-NA,NA,NA-NA,NA,0-790,1
FJ808778,NA-NA,NA,NA-NA,NA,0-821,1
FJ808777,NA-NA,NA,NA-NA,NA,0-780,1
FJ808776,NA-NA,NA,NA-NA,NA,0-751,1
FJ808775,NA-NA,NA,NA-NA,NA,0-781,1
FJ808774,NA-NA,NA,NA-NA,NA,0-808,1
FJ571140,NA-NA,NA,0-381,1,NA-NA,NA
FJ571139,NA-NA,NA,0-381,1,NA-NA,NA
FJ571138,NA-NA,NA,0-381,1,NA-NA,NA
FJ571137,NA-NA,NA,0-381,1,NA-NA,NA
FJ571136,NA-NA,NA,0-381,1,NA-NA,NA
FJ571135,NA-NA,NA,0-381,1,NA-NA,NA
FJ571134,NA-NA,NA,0-381,1,NA-NA,NA
FJ571133,NA-NA,NA,0-381,1,NA-NA,NA
FJ571132,NA-NA,NA,0-381,1,NA-NA,NA
FJ571131,NA-NA,NA,0-381,1,NA-NA,NA
FJ571130,NA-NA,NA,0-381,1,NA-NA,NA
FJ571129,NA-NA,NA,0-381,1,NA-NA,NA
FJ571128,NA-NA,NA,0-381,1,NA-NA,NA
FJ571127,NA-NA,NA,0-381,1,NA-NA,NA
FJ571126,NA-NA,NA,0-381,1,NA-NA,NA
FJ571125,NA-NA,NA,0-375,1,NA-NA,NA
FJ571124,NA-NA,NA,0-381,1,NA-NA,NA
FJ571123,NA-NA,NA,0-381,1,NA-NA,NA
FJ571122,NA-NA,NA,0-381,1,NA-NA,NA
FJ571121,NA-NA,NA,0-381,1,NA-NA,NA
FJ571120,NA-NA,NA,0-381,1,NA-NA,NA
FJ571119,NA-NA,NA,0-381,1,NA-NA,NA
FJ571118,NA-NA,NA,0-375,1,NA-NA,NA
FJ571117,NA-NA,NA,0-381,1,NA-NA,NA
FJ571116,NA-NA,NA,0-381,1,NA-NA,NA
FJ571115,NA-NA,NA,0-381,1,NA-NA,NA
FJ571114,NA-NA,NA,0-381,1,NA-NA,NA
FJ571113,NA-NA,NA,0-381,1,NA-NA,NA
FJ571112,NA-NA,NA,0-381,1,NA-NA,NA
FJ571111,NA-NA,NA,0-381,1,NA-NA,NA
FJ571110,NA-NA,NA,0-381,1,NA-NA,NA
FJ571109,NA-NA,NA,0-381,1,NA-NA,NA
FJ571108,NA-NA,NA,0-381,1,NA-NA,NA
FJ571107,NA-NA,NA,0-381,1,NA-NA,NA
FJ571106,NA-NA,NA,0-381,1,NA-NA,NA
FJ571105,NA-NA,NA,0-381,1,NA-NA,NA
FJ571104,NA-NA,NA,0-381,1,NA-NA,NA
FJ571103,NA-NA,NA,0-381,1,NA-NA,NA
FJ571102,NA-NA,NA,0-381,1,NA-NA,NA
FJ571101,NA-NA,NA,0-381,1,NA-NA,NA
FJ571100,NA-NA,NA,0-381,1,NA-NA,NA
FJ571099,NA-NA,NA,0-381,1,NA-NA,NA
FJ571098,NA-NA,NA,0-381,1,NA-NA,NA
FJ571097,NA-NA,NA,0-381,1,NA-NA,NA
FJ571096,NA-NA,NA,0-381,1,NA-NA,NA
FJ571095,NA-NA,NA,0-381,1,NA-NA,NA
FJ571094,NA-NA,NA,0-381,1,NA-NA,NA
FJ571093,NA-NA,NA,0-381,1,NA-NA,NA
FJ571092,NA-NA,NA,0-381,1,NA-NA,NA
FJ571091,NA-NA,NA,0-375,1,NA-NA,NA
FJ571090,NA-NA,NA,0-381,1,NA-NA,NA
FJ571089,NA-NA,NA,0-381,1,NA-NA,NA
FJ571088,NA-NA,NA,0-381,1,NA-NA,NA
FJ571087,NA-NA,NA,0-381,1,NA-NA,NA
FJ571086,NA-NA,NA,0-381,1,NA-NA,NA
FJ571085,NA-NA,NA,0-381,1,NA-NA,NA
FJ571084,NA-NA,NA,0-381,1,NA-NA,NA
FJ571083,NA-NA,NA,0-381,1,NA-NA,NA
FJ571082,NA-NA,NA,0-378,1,NA-NA,NA
FJ571081,NA-NA,NA,0-378,1,NA-NA,NA
FJ571080,NA-NA,NA,0-381,1,NA-NA,NA
FJ571079,NA-NA,NA,0-381,1,NA-NA,NA
FJ571078,NA-NA,NA,0-378,1,NA-NA,NA
FJ571077,NA-NA,NA,0-381,1,NA-NA,NA
FJ571076,NA-NA,NA,0-378,1,NA-NA,NA
FJ571075,NA-NA,NA,0-381,1,NA-NA,NA
FJ755363,2-346,1,NA-NA,NA,NA-NA,NA
FJ755362,2-346,1,NA-NA,NA,NA-NA,NA
FJ755361,2-346,1,NA-NA,NA,NA-NA,NA
FJ755360,2-346,1,NA-NA,NA,NA-NA,NA
FJ755359,2-346,1,NA-NA,NA,NA-NA,NA
FJ755358,2-346,1,NA-NA,NA,NA-NA,NA
FJ755357,2-346,1,NA-NA,NA,NA-NA,NA
FJ755356,2-346,1,NA-NA,NA,NA-NA,NA
FJ755355,2-346,1,NA-NA,NA,NA-NA,NA
FJ755354,2-346,1,NA-NA,NA,NA-NA,NA
FJ755353,2-346,1,NA-NA,NA,NA-NA,NA
FJ755352,2-346,1,NA-NA,NA,NA-NA,NA
FJ755351,2-346,1,NA-NA,NA,NA-NA,NA
FJ755350,2-346,1,NA-NA,NA,NA-NA,NA
FJ755349,2-346,1,NA-NA,NA,NA-NA,NA
FJ755348,2-346,1,NA-NA,NA,NA-NA,NA
FJ755347,2-346,1,NA-NA,NA,NA-NA,NA
FJ755346,2-346,1,NA-NA,NA,NA-NA,NA
FJ755345,2-346,1,NA-NA,NA,NA-NA,NA
FJ755344,2-346,1,NA-NA,NA,NA-NA,NA
FJ755343,2-346,1,NA-NA,NA,NA-NA,NA
FJ755342,2-346,1,NA-NA,NA,NA-NA,NA
FJ755341,2-346,1,NA-NA,NA,NA-NA,NA
FJ755340,2-346,1,NA-NA,NA,NA-NA,NA
FJ755339,2-346,1,NA-NA,NA,NA-NA,NA
FJ755338,2-346,1,NA-NA,NA,NA-NA,NA
FJ755405,85-2848,1,2787-4335,1,4327-6691,1
FJ755404,85-2848,1,2787-4335,1,4327-6691,1
FJ755403,85-2848,1,2787-4335,1,4327-6691,1
FJ755402,85-2848,1,2787-4335,1,4327-6691,1
FJ755401,NA-NA,NA,NA-NA,NA,0-449,1
FJ755400,NA-NA,NA,NA-NA,NA,0-449,1
FJ755399,NA-NA,NA,NA-NA,NA,0-449,1
FJ755398,NA-NA,NA,NA-NA,NA,0-449,1
FJ755397,NA-NA,NA,NA-NA,NA,0-449,1
FJ755396,NA-NA,NA,NA-NA,NA,0-449,1
FJ755395,NA-NA,NA,NA-NA,NA,0-449,1
FJ755394,NA-NA,NA,NA-NA,NA,0-449,1
FJ755393,NA-NA,NA,NA-NA,NA,0-449,1
FJ755392,NA-NA,NA,NA-NA,NA,0-449,1
FJ755391,NA-NA,NA,NA-NA,NA,0-449,1
FJ755390,NA-NA,NA,NA-NA,NA,0-449,1
FJ755389,NA-NA,NA,NA-NA,NA,0-449,1
FJ755388,NA-NA,NA,NA-NA,NA,0-449,1
FJ755387,NA-NA,NA,NA-NA,NA,0-449,1
FJ755386,NA-NA,NA,NA-NA,NA,0-449,1
FJ755385,NA-NA,NA,NA-NA,NA,0-449,1
FJ755384,NA-NA,NA,NA-NA,NA,0-449,1
FJ755383,NA-NA,NA,NA-NA,NA,0-449,1
FJ755382,NA-NA,NA,NA-NA,NA,0-449,1
FJ755381,NA-NA,NA,NA-NA,NA,0-449,1
FJ755380,NA-NA,NA,NA-NA,NA,0-449,1
FJ755379,NA-NA,NA,NA-NA,NA,0-449,1
FJ755378,NA-NA,NA,NA-NA,NA,0-449,1
FJ755377,NA-NA,NA,NA-NA,NA,0-449,1
FJ755376,NA-NA,NA,NA-NA,NA,0-449,1
FJ755375,NA-NA,NA,NA-NA,NA,0-449,1
FJ755374,NA-NA,NA,NA-NA,NA,0-449,1
FJ755373,NA-NA,NA,NA-NA,NA,0-449,1
FJ755372,NA-NA,NA,NA-NA,NA,0-449,1
FJ755371,NA-NA,NA,NA-NA,NA,0-449,1
FJ755370,NA-NA,NA,NA-NA,NA,0-449,1
FJ755369,NA-NA,NA,NA-NA,NA,0-449,1
FJ755368,NA-NA,NA,NA-NA,NA,0-449,1
FJ755367,NA-NA,NA,NA-NA,NA,0-449,1
FJ755366,NA-NA,NA,NA-NA,NA,0-449,1
FJ755365,NA-NA,NA,NA-NA,NA,0-449,1
FJ755364,NA-NA,NA,NA-NA,NA,0-449,1
FJ693687,NA-NA,NA,0-778,1,NA-NA,NA
FJ693686,NA-NA,NA,0-776,1,NA-NA,NA
FJ693685,NA-NA,NA,0-769,1,NA-NA,NA
FJ693684,NA-NA,NA,0-779,1,NA-NA,NA
FJ693683,NA-NA,NA,0-779,1,NA-NA,NA
FJ693682,NA-NA,NA,0-778,1,NA-NA,NA
FJ693681,NA-NA,NA,0-779,1,NA-NA,NA
FJ693680,NA-NA,NA,0-773,1,NA-NA,NA
FJ693679,NA-NA,NA,0-773,1,NA-NA,NA
FJ693678,NA-NA,NA,0-773,1,NA-NA,NA
FJ693677,NA-NA,NA,0-773,1,NA-NA,NA
FJ693676,NA-NA,NA,0-773,1,NA-NA,NA
FJ693675,NA-NA,NA,0-773,1,NA-NA,NA
FJ693674,NA-NA,NA,0-773,1,NA-NA,NA
FJ693673,NA-NA,NA,0-776,1,NA-NA,NA
FJ693672,NA-NA,NA,0-773,1,NA-NA,NA
FJ693671,NA-NA,NA,0-773,1,NA-NA,NA
FJ693670,NA-NA,NA,0-770,1,NA-NA,NA
FJ693669,NA-NA,NA,0-779,1,NA-NA,NA
FJ693668,NA-NA,NA,0-777,1,NA-NA,NA
FJ693667,NA-NA,NA,0-795,1,NA-NA,NA
FJ693666,NA-NA,NA,0-774,1,NA-NA,NA
FJ693665,NA-NA,NA,0-771,1,NA-NA,NA
FJ693664,NA-NA,NA,0-792,1,NA-NA,NA
FJ693663,NA-NA,NA,0-779,1,NA-NA,NA
FJ693662,NA-NA,NA,0-777,1,NA-NA,NA
FJ693661,NA-NA,NA,0-740,1,NA-NA,NA
FJ693660,NA-NA,NA,0-795,1,NA-NA,NA
FJ693659,NA-NA,NA,0-779,1,NA-NA,NA
FJ693658,NA-NA,NA,0-779,1,NA-NA,NA
FJ693657,NA-NA,NA,0-795,1,NA-NA,NA
FJ693656,NA-NA,NA,0-790,1,NA-NA,NA
FJ693655,NA-NA,NA,0-774,1,NA-NA,NA
FJ693654,NA-NA,NA,0-791,1,NA-NA,NA
FJ693653,NA-NA,NA,0-763,1,NA-NA,NA
FJ402983,14-2378,1,2314-3850,1,3842-6110,1
FJ227127,NA-NA,NA,NA-NA,NA,0-837,1
FJ227126,NA-NA,NA,NA-NA,NA,0-837,1
FJ227125,NA-NA,NA,NA-NA,NA,0-837,1
FJ227124,NA-NA,NA,NA-NA,NA,0-837,1
FJ227121,2-1178,1,NA-NA,NA,NA-NA,NA
FJ227120,2-1178,1,NA-NA,NA,NA-NA,NA
FJ605169,NA-NA,NA,0-772,1,NA-NA,NA
FJ605168,NA-NA,NA,0-770,1,NA-NA,NA
FJ605167,NA-NA,NA,0-726,1,NA-NA,NA
FJ605166,NA-NA,NA,0-766,1,NA-NA,NA
FJ605165,NA-NA,NA,0-775,1,NA-NA,NA
FJ605164,NA-NA,NA,0-775,1,NA-NA,NA
FJ605163,NA-NA,NA,0-784,1,NA-NA,NA
FJ605162,NA-NA,NA,0-744,1,NA-NA,NA
FJ605161,NA-NA,NA,0-778,1,NA-NA,NA
FJ605160,NA-NA,NA,0-777,1,NA-NA,NA
FJ605159,NA-NA,NA,0-761,1,NA-NA,NA
FJ605158,NA-NA,NA,0-784,1,NA-NA,NA
FJ605157,NA-NA,NA,0-769,1,NA-NA,NA
FJ605156,NA-NA,NA,0-778,1,NA-NA,NA
FJ605155,NA-NA,NA,0-792,1,NA-NA,NA
AF474921,NA-NA,NA,NA-NA,NA,0-199,1
AF474920,NA-NA,NA,NA-NA,NA,0-179,1
AF474919,NA-NA,NA,NA-NA,NA,0-179,1
AF474918,NA-NA,NA,NA-NA,NA,0-179,1
AF474917,NA-NA,NA,NA-NA,NA,0-179,1
AF474916,NA-NA,NA,NA-NA,NA,0-179,1
AF474915,NA-NA,NA,NA-NA,NA,0-179,1
AF474914,NA-NA,NA,NA-NA,NA,0-179,1
AF474913,NA-NA,NA,NA-NA,NA,0-179,1
AF474912,NA-NA,NA,NA-NA,NA,0-179,1
AF474911,NA-NA,NA,NA-NA,NA,0-179,1
AF474910,NA-NA,NA,NA-NA,NA,0-179,1
AF474909,NA-NA,NA,NA-NA,NA,0-179,1
AF474908,NA-NA,NA,NA-NA,NA,0-179,1
AF474907,NA-NA,NA,NA-NA,NA,0-179,1
AF474906,NA-NA,NA,NA-NA,NA,0-179,1
AF474905,NA-NA,NA,NA-NA,NA,0-179,1
AF474904,NA-NA,NA,NA-NA,NA,0-179,1
AF474903,NA-NA,NA,NA-NA,NA,0-179,1
AF474902,NA-NA,NA,NA-NA,NA,0-179,1
AF474901,NA-NA,NA,NA-NA,NA,0-179,1
AF474900,NA-NA,NA,NA-NA,NA,0-179,1
EF195478,2-167,1,NA-NA,NA,NA-NA,NA
EF195477,2-167,1,NA-NA,NA,NA-NA,NA
EF195476,2-146,1,NA-NA,NA,NA-NA,NA
EF195475,2-146,1,NA-NA,NA,NA-NA,NA
EF195474,2-149,1,NA-NA,NA,NA-NA,NA
EF195473,0-176,1,NA-NA,NA,NA-NA,NA
EF195472,2-167,1,NA-NA,NA,NA-NA,NA
EF195471,2-149,1,NA-NA,NA,NA-NA,NA
EF195470,2-149,1,NA-NA,NA,NA-NA,NA
EF195469,2-170,1,NA-NA,NA,NA-NA,NA
EF195468,2-170,1,NA-NA,NA,NA-NA,NA
EF195467,2-170,1,NA-NA,NA,NA-NA,NA
EF195466,2-170,1,NA-NA,NA,NA-NA,NA
EF195465,2-170,1,NA-NA,NA,NA-NA,NA
EF195464,2-170,1,NA-NA,NA,NA-NA,NA
EF195463,2-170,1,NA-NA,NA,NA-NA,NA
EF195462,2-149,1,NA-NA,NA,NA-NA,NA
EF195461,2-149,1,NA-NA,NA,NA-NA,NA
EF195460,2-167,1,NA-NA,NA,NA-NA,NA
EF195459,2-167,1,NA-NA,NA,NA-NA,NA
EF195458,2-194,1,NA-NA,NA,NA-NA,NA
EF195457,2-149,1,NA-NA,NA,NA-NA,NA
EF195456,2-149,1,NA-NA,NA,NA-NA,NA
EF195455,0-149,1,NA-NA,NA,NA-NA,NA
EF195454,2-146,1,NA-NA,NA,NA-NA,NA
EF195453,2-146,1,NA-NA,NA,NA-NA,NA
EF195452,2-149,1,NA-NA,NA,NA-NA,NA
EF195451,2-167,1,NA-NA,NA,NA-NA,NA
EF195450,2-170,1,NA-NA,NA,NA-NA,NA
EF195449,2-188,1,NA-NA,NA,NA-NA,NA
EF195448,2-167,1,NA-NA,NA,NA-NA,NA
EF195447,2-188,1,NA-NA,NA,NA-NA,NA
EF195446,2-188,1,NA-NA,NA,NA-NA,NA
EF195445,2-167,1,NA-NA,NA,NA-NA,NA
EF195444,2-149,1,NA-NA,NA,NA-NA,NA
EF195443,2-188,1,NA-NA,NA,NA-NA,NA
EF195442,2-188,1,NA-NA,NA,NA-NA,NA
EF195441,2-194,1,NA-NA,NA,NA-NA,NA
EF195440,2-194,1,NA-NA,NA,NA-NA,NA
EF195439,2-194,1,NA-NA,NA,NA-NA,NA
EF195438,2-167,1,NA-NA,NA,NA-NA,NA
EF195437,2-194,1,NA-NA,NA,NA-NA,NA
EF195436,2-149,1,NA-NA,NA,NA-NA,NA
EF195435,2-146,1,NA-NA,NA,NA-NA,NA
EF195434,2-146,1,NA-NA,NA,NA-NA,NA
EF195433,2-146,1,NA-NA,NA,NA-NA,NA
EF195432,2-146,1,NA-NA,NA,NA-NA,NA
EF195431,2-146,1,NA-NA,NA,NA-NA,NA
EF195430,2-146,1,NA-NA,NA,NA-NA,NA
EF195429,2-167,1,NA-NA,NA,NA-NA,NA
EF195428,2-167,1,NA-NA,NA,NA-NA,NA
EF195427,0-167,1,NA-NA,NA,NA-NA,NA
EF195426,2-167,1,NA-NA,NA,NA-NA,NA
EF195425,2-167,1,NA-NA,NA,NA-NA,NA
EF195424,2-167,1,NA-NA,NA,NA-NA,NA
EF195423,0-149,1,NA-NA,NA,NA-NA,NA
EF195422,2-188,1,NA-NA,NA,NA-NA,NA
EF195421,2-188,1,NA-NA,NA,NA-NA,NA
EF195420,2-188,1,NA-NA,NA,NA-NA,NA
EF195419,2-188,1,NA-NA,NA,NA-NA,NA
EF195418,0-149,1,NA-NA,NA,NA-NA,NA
EF195417,0-149,1,NA-NA,NA,NA-NA,NA
EF195416,0-149,1,NA-NA,NA,NA-NA,NA
EF195415,0-149,1,NA-NA,NA,NA-NA,NA
EF195414,0-149,1,NA-NA,NA,NA-NA,NA
EF195413,0-149,1,NA-NA,NA,NA-NA,NA
EF195412,0-149,1,NA-NA,NA,NA-NA,NA
EF195411,2-170,1,NA-NA,NA,NA-NA,NA
EF195410,2-170,1,NA-NA,NA,NA-NA,NA
EF195409,2-170,1,NA-NA,NA,NA-NA,NA
EF195408,2-170,1,NA-NA,NA,NA-NA,NA
EF195407,2-170,1,NA-NA,NA,NA-NA,NA
EF195406,2-170,1,NA-NA,NA,NA-NA,NA
EF195405,2-170,1,NA-NA,NA,NA-NA,NA
EF195404,2-170,1,NA-NA,NA,NA-NA,NA
EF195403,2-170,1,NA-NA,NA,NA-NA,NA
EF195402,2-167,1,NA-NA,NA,NA-NA,NA
EF195401,2-167,1,NA-NA,NA,NA-NA,NA
