Accession	LOCUS	Version	GenBank title	Release date	Organism name	Virus Lineage	Species	Family	Length	Reference_title	Submitters	PUBMED_ID	Strain	Isolate	Geo location	Country	Collection date	Tissue/Specimen/Source	Host	Environmental	CDS count	Artificial	UNVERIFIED	1A	1A-strand	1B	1B-strand	2	2-strand	host_clean	Host_species	Host_genus	Host_family	Host_order	Host_class	Host_phylum	Host_kingdom	Species_ICTV	virus_name
KT757532	KT757532	KT757532.1	Mamastrovirus 3 isolate PAstV/Por-wt/NER-ASSAM/IND/Por-135/2013 RNA-dependent RNA polymerase (RdRp) gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	299	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/NER-ASSAM/IND/Por-135/2013	India		2013	feces	porcine	No	1	No	No	NA-NA		2-299	1.0	NA-NA		Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757531	KT757531	KT757531.1	Mamastrovirus 3 isolate PAstV/Por-wt/NER-ASSAM/IND/Por-129/2013 RNA-dependent RNA polymerase (RdRp) gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	267	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/NER-ASSAM/IND/Por-129/2013	India		2013	feces	porcine	No	1	No	No	NA-NA		0-267	1.0	NA-NA		Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757530	KT757530	KT757530.1	Mamastrovirus 3 isolate PAstV/Por-wt/NER-ASSAM/IND/Por-123/2013 RNA-dependent RNA polymerase (RdRp) gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	239	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/NER-ASSAM/IND/Por-123/2013	India		2013	feces	porcine	No	1	No	No	NA-NA		2-239	1.0	NA-NA		Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757529	KT757529	KT757529.1	Mamastrovirus 3 isolate PAstV/Por-wt/IVRI/IND/Por-30/2014 RNA-dependent RNA polymerase (RdRp) gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	299	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/IVRI/IND/Por-30/2014	India		2014	feces	porcine	No	1	No	No	NA-NA		2-299	1.0	NA-NA		Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757528	KT757528	KT757528.1	Mamastrovirus 3 isolate PAstV/Por-wt/NER-ASSAM/IND/Por-135/2013 capsid protein gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	505	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/NER-ASSAM/IND/Por-135/2013	India		2013	feces	porcine	No	1	No	No	NA-NA		NA-NA		0-505	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757527	KT757527	KT757527.1	Mamastrovirus 3 isolate PAstV/Por-wt/NER-ASSAM/IND/Por-129/2013 capsid protein gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	458	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/NER-ASSAM/IND/Por-129/2013	India		2013	feces	porcine	No	1	No	No	NA-NA		NA-NA		0-458	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757526	KT757526	KT757526.1	Mamastrovirus 3 isolate PAstV/Por-wt/NER-ASSAM/IND/Por-123/2013 capsid protein gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	479	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/NER-ASSAM/IND/Por-123/2013	India		2013	feces	porcine	No	1	No	No	NA-NA		NA-NA		0-479	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
KT757525	KT757525	KT757525.1	Mamastrovirus 3 isolate PAstV/Por-wt/IVRI/IND/Por-30/2014 capsid protein gene, partial cds	01-SEP-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	508	Molecular characterization of porcine astroviruses from India	Kattoor,J.J., Sircar,S., Saurabh,S., Kumari,P., Singh,R.K. and Malik,Y.S.			PAstV/Por-wt/IVRI/IND/Por-30/2014	India		2014	feces	porcine	No	1	No	No	NA-NA		NA-NA		0-508	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
FJ430562	FJ430562	FJ430562.1	Human astrovirus 8 isolate GuRVIII/2008/caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	224	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		GuRVIII/2008/caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	2-224	1.0	NA-NA		NA-NA										NA	NA
FJ430561	FJ430561	FJ430561.1	Human astrovirus 8 isolate GuRVII/2008/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	223	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		GuRVII/2008/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-223	1.0	NA-NA		NA-NA										NA	NA
FJ430560	FJ430560	FJ430560.1	Human astrovirus 8 isolate GuRVI/2008/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	223	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		GuRVI/2008/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	0-223	1.0	NA-NA		NA-NA										NA	NA
FJ430559	FJ430559	FJ430559.1	Human astrovirus 8 isolate GuRV/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	222	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		GuRV/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	2-222	1.0	NA-NA		NA-NA										NA	NA
FJ430558	FJ430558	FJ430558.1	Human astrovirus 8 isolate GuRIV/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	233	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		GuRIV/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-233	1.0	NA-NA		NA-NA										NA	NA
FJ430557	FJ430557	FJ430557.1	Human astrovirus 8 isolate GuRIII/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	235	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		GuRIII/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-235	1.0	NA-NA		NA-NA										NA	NA
FJ430556	FJ430556	FJ430556.1	Human astrovirus 8 isolate SewCCI/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	223	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCCI/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	0-223	1.0	NA-NA		NA-NA										NA	NA
FJ430555	FJ430555	FJ430555.1	Human astrovirus 8 isolate SewCVIII/2008/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	227	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCVIII/2008/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-227	1.0	NA-NA		NA-NA										NA	NA
FJ430554	FJ430554	FJ430554.1	Human astrovirus 8 isolate SewCVII/2008/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	215	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCVII/2008/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-215	1.0	NA-NA		NA-NA										NA	NA
FJ430553	FJ430553	FJ430553.1	Human astrovirus 8 isolate SewCV/2008/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	223	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCV/2008/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-223	1.0	NA-NA		NA-NA										NA	NA
FJ430552	FJ430552	FJ430552.1	Human astrovirus 8 isolate SewCIV/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	227	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCIV/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	1-227	1.0	NA-NA		NA-NA										NA	NA
FJ430551	FJ430551	FJ430551.1	Human astrovirus 8 isolate SewCIII/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	224	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCIII/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	0-224	1.0	NA-NA		NA-NA										NA	NA
FJ430550	FJ430550	FJ430550.1	Human astrovirus 8 isolate SewCII/2007/Caracas/VEN nonstructural protein gene, partial cds	26-JUL-2016	Human astrovirus 8	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	221	Detection and characterization of waterborne gastroenteritis viruses in urban sewage and sewage-polluted river waters in Caracas, Venezuela	Rodriguez-Diaz,J., Querales,L., Caraballo,L., Vizzi,E., Liprandi,F., Takiff,H. and Betancourt,W.Q.	19028907		SewCII/2007/Caracas/VEN	Venezuela			water concentrates from urban sewage and sewage impacted river		No	1	No	No	0-221	1.0	NA-NA		NA-NA										NA	NA
FJ178641	FJ178641	FJ178641.1	Turkey astrovirus 2 isolate TAstV-2/BR/07 truncated capsid protein gene, partial cds	26-JUL-2016	Turkey astrovirus 2	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini	Avastrovirus intestini	Astroviridae	784	Detection of Turkey astrovirus in young poults affected with poult enteritis complex in Brazil	Da Silva,S.E., Bonetti,A.M., Petrocelli,A.T., Ferrari,H.F., Luvizotto,M.C. and Cardoso,T.C.	18628608		TAstV-2/BR/07	Brazil		2006		turkey; young poult presenting PEMS	No	1	No	No	NA-NA		NA-NA		103-784	-1.0	Meleagris gallopavo	Meleagris gallopavo	Meleagris	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
FJ160483	FJ160483	FJ160483.1	Porcine astrovirus strain PUJP5V capsid protein precursor, gene, partial cds	26-JUL-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	704	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJP5V		Colombia				pig	No	1	No	No	NA-NA		NA-NA		2-689	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
FJ160482	FJ160482	FJ160482.1	Porcine astrovirus strain PUJPP47V capsid protein precursor, gene, partial cds	26-JUL-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	665	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJPP47V		Colombia				pig	No	1	No	No	NA-NA		NA-NA		2-650	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
FJ160480	FJ160480	FJ160480.1	Porcine astrovirus strain PUJP55V capsid protein precursor, gene, partial cds	26-JUL-2016	Mamastrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suisorientalis	Mamastrovirus suisorientalis	Astroviridae	653	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJP55V		Colombia				pig	No	1	No	No	NA-NA		NA-NA		2-638	1.0	Sus scrofa	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
FJ165475	FJ165475	FJ165475.1	Human astrovirus 4 strain PUJH3042 capsid protein precursor, gene, partial cds	26-JUL-2016	Human astrovirus 4	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	398	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJH3042						Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-398	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
FJ165474	FJ165474	FJ165474.1	Human astrovirus 3 strain PUJH3031 capsid protein precursor, gene, partial cds	26-JUL-2016	Human astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	398	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJH3031						Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-398	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
FJ165473	FJ165473	FJ165473.1	Human astrovirus 1 strain PUJH336 capsid protein precursor, gene, partial cds	26-JUL-2016	Human astrovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	398	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJH336						Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-398	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
FJ165472	FJ165472	FJ165472.1	Human astrovirus strain PUJH46 capsid protein precursor, gene, partial cds	26-JUL-2016	Human astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	398	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJH46						Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-398	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
FJ165471	FJ165471	FJ165471.1	Human astrovirus 5 strain PUJH45 capsid protein precursor, gene, partial cds	26-JUL-2016	Human astrovirus 5	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	398	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJH45						Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-398	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
FJ165470	FJ165470	FJ165470.1	Human astrovirus 3 strain PUJHN6 capsid protein precursor, gene, partial cds	26-JUL-2016	Human astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	398	Genomic analysis of two ORF2 segments of new porcine astrovirus isolates and their close relationship with human astroviruses	Ulloa,J.C. and Gutierrez,M.F.	20651856	PUJHN6						Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-398	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
