,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count
PP872069,PP872069.1,MAG: Mamastrovirus sp. isolate astro_vt_351 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2731,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_351,Viet Nam,NA,19-Jun-2014/31-Jul-2015,feces,Sus scrofa domesticus,Yes,2
PP872068,PP872068.1,MAG: Mamastrovirus sp. isolate astro_vt_350 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2217,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_350,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872067,PP872067.1,MAG: Mamastrovirus sp. isolate astro_vt_349 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2478,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_349,Viet Nam,NA,21-Dec-2014/02-Apr-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872066,PP872066.1,MAG: Mamastrovirus sp. isolate astro_vt_348 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2181,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_348,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872065,PP872065.1,MAG: Bastrovirus sp. isolate astro_vt_347 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3079,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_347,Viet Nam,NA,19-Jun-2014/18-Nov-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872064,PP872064.1,MAG: Mamastrovirus sp. isolate astro_vt_346 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3184,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_346,Viet Nam,NA,19-Jun-2014/31-Jul-2015,feces,Sus scrofa domesticus,Yes,2
PP872063,PP872063.1,MAG: Mamastrovirus sp. isolate astro_vt_345 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1014,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_345,Viet Nam,NA,16-Jun-2015/02-Apr-2016,rectal swab,Gallus gallus,Yes,1
PP872062,PP872062.1,MAG: Mamastrovirus sp. isolate astro_vt_344 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1977,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_344,Viet Nam,NA,27-Jan-2015/25-Feb-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872061,PP872061.1,MAG: Mamastrovirus sp. isolate astro_vt_343 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2821,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_343,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872060,PP872060.1,MAG: Mamastrovirus sp. isolate astro_vt_342 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1170,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_342,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872059,PP872059.1,MAG: Mamastrovirus sp. isolate astro_vt_341 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1713,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_341,Viet Nam,NA,21-Dec-2014/21-Sep-2016,"rectal swab, feces",Sus scrofa (wild boar),Yes,1
PP872058,PP872058.1,MAG: Mamastrovirus sp. isolate astro_vt_340 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,849,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_340,Viet Nam,NA,01-Apr-2015/12-Dec-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872057,PP872057.1,MAG: Mamastrovirus sp. isolate astro_vt_339 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,705,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_339,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa (wild boar),Yes,1
PP872056,PP872056.1,MAG: Bastrovirus sp. isolate astro_vt_338 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5476,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_338,Viet Nam,NA,03-Jun-2014,feces,Sus scrofa (wild boar),Yes,2
PP872055,PP872055.1,MAG: Mamastrovirus sp. isolate astro_vt_337 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2457,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_337,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872054,PP872054.1,MAG: Mamastrovirus sp. isolate astro_vt_336 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1812,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_336,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872053,PP872053.1,MAG: Mamastrovirus sp. isolate astro_vt_335 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2493,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_335,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872052,PP872052.1,MAG: Mamastrovirus sp. isolate astro_vt_334 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,855,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_334,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872051,PP872051.1,MAG: Mamastrovirus sp. isolate astro_vt_333 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2640,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_333,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872050,PP872050.1,MAG: Mamastrovirus sp. isolate astro_vt_332 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1791,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_332,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872049,PP872049.1,MAG: Mamastrovirus sp. isolate astro_vt_331 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1140,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_331,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872048,PP872048.1,MAG: Mamastrovirus sp. isolate astro_vt_330 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2628,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_330,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872047,PP872047.1,MAG: Bastrovirus sp. isolate astro_vt_329 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5686,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_329,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872046,PP872046.1,MAG: Mamastrovirus sp. isolate astro_vt_328 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2322,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_328,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872045,PP872045.1,MAG: Mamastrovirus sp. isolate astro_vt_327 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2187,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_327,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872044,PP872044.1,MAG: Mamastrovirus sp. isolate astro_vt_326 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1032,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_326,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872043,PP872043.1,MAG: Bastrovirus sp. isolate astro_vt_325 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5491,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_325,Viet Nam,NA,09-Apr-2015,feces,Sus scrofa domesticus,Yes,2
PP872042,PP872042.1,MAG: Mamastrovirus sp. isolate astro_vt_324 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,957,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_324,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872041,PP872041.1,MAG: Mamastrovirus sp. isolate astro_vt_323 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1293,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_323,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa (wild boar),Yes,1
PP872040,PP872040.1,MAG: Mamastrovirus sp. isolate astro_vt_322 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2662,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_322,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,2
PP872039,PP872039.1,MAG: Mamastrovirus sp. isolate astro_vt_321 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1602,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_321,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872038,PP872038.1,MAG: Mamastrovirus sp. isolate astro_vt_320 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3214,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_320,Viet Nam,NA,19-Jun-2014/18-Nov-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872037,PP872037.1,MAG: Mamastrovirus sp. isolate astro_vt_319 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,753,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_319,Viet Nam,NA,01-Apr-2015/12-Dec-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872036,PP872036.1,MAG: Mamastrovirus sp. isolate astro_vt_318 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2526,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_318,Viet Nam,NA,21-Dec-2014/02-Apr-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872035,PP872035.1,MAG: Mamastrovirus sp. isolate astro_vt_317 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,672,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_317,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872034,PP872034.1,MAG: Mamastrovirus sp. isolate astro_vt_316 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2322,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_316,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
